통합_학과별_장학금_21-23,,,,,,,,,,,,,,,,,,,,
기준연도,학교명,단과대학,학과,구분,학기,"재학생
(A)","재학생 1인당
장학금
(D=B/A)",,,,,,,,,,,,,
,,,뷰티디자인전공,주간,1학기,65,"1,358,045.1",,,,,,,,,,,,,
,,,,,2학기,63,"1,577,169.8",,,,,,,,,,,,,
,,,뷰티디자인학과,주간,1학기,22,"1,941,648.2",,,,,,,,,,,,,
,,,,,2학기,21,"1,599,476.2",,,,,,,,,,,,,
,,,실용음악전공,주간,1학기,95,"1,680,953.9",,,,,,,,,,,,,
,,,,,2학기,89,"1,732,668.1",,,,,,,,,,,,,
,,,실용음악학과,주간,1학기,22,"1,585,478.2",,,,,,,,,,,,,
,,,,,2학기,19,"1,861,526.3",,,,,,,,,,,,,
,,,콘텐츠제작전공,주간,1학기,150,"1,385,632",,,,,,,,,,,,,
,,,,,2학기,153,"1,641,728.4",,,,,,,,,,,,,
,,,콘텐츠제작학과,주간,1학기,26,"1,595,698.8",,,,,,,,,,,,,
,,,,,2학기,23,"1,365,830.4",,,,,,,,,,,,,
,가톨릭꽃동네대학교,단과대구분없음,간호학과,주간,1학기,216,"2,075,912.9",,,,,,,,,,,,,
,,,,,2학기,205,"2,293,406.3",,,,,,,,,,,,,
,,,사회복지·상담심리학부,주간,1학기,79,"2,348,692.7",,,,,,,,,,,,,
,,,,,2학기,79,"2,303,164.4",,,,,,,,,,,,,
,,,사회복지・상담심리학부 사회복지학과,주간,1학기,27,0,,,,,,,,,,,,,
,,,,,2학기,27,0,,,,,,,,,,,,,
,,,사회복지・상담심리학부 상담심리학과,주간,1학기,14,0,,,,,,,,,,,,,
,,,,,2학기,11,0,,,,,,,,,,,,,
,,,사회복지학과,주간,1학기,25,"5,422,831",,,,,,,,,,,,,
,,,,,2학기,21,"6,536,254",,,,,,,,,,,,,
,,,사회복지학부,주간,1학기,50,"3,204,372",,,,,,,,,,,,,
,,,,,2학기,53,"3,257,572.8",,,,,,,,,,,,,
,,,상담심리학과,주간,1학기,17,"5,580,823.5",,,,,,,,,,,,,
,,,,,2학기,17,"5,155,498.8",,,,,,,,,,,,,
,가톨릭대학교,약학대학,약학과,주간,1학기,117,"1,662,271.3",,,,,,,,,,,,,
,,,,,2학기,117,"1,505,337.6",,,,,,,,,,,,,
,,단과대구분없음,ICT공학계열,주간,1학기,70,"1,007,132.9",,,,,,,,,,,,,
,,,,,2학기,38,"1,185,734.7",,,,,,,,,,,,,
,,,경영계열,주간,1학기,42,"922,347.6",,,,,,,,,,,,,
,,,,,2학기,32,"606,631.3",,,,,,,,,,,,,
,,,경영학과,주간,1학기,450,"1,358,486.7",,,,,,,,,,,,,
,,,,,2학기,410,"1,603,644",,,,,,,,,,,,,
,,,경제학과,주간,1학기,180,"1,542,872.2",,,,,,,,,,,,,
,,,,,2학기,165,"1,793,586.2",,,,,,,,,,,,,
,,,국사학과,주간,1학기,124,"1,464,845",,,,,,,,,,,,,
,,,,,2학기,110,"1,860,705.3",,,,,,,,,,,,,
,,,국어국문학과,주간,1학기,170,"1,764,222.2",,,,,,,,,,,,,
,,,,,2학기,160,"1,996,504",,,,,,,,,,,,,
,,,국제법정경계열,주간,1학기,64,"957,450",,,,,,,,,,,,,
,,,,,2학기,49,"915,113.3",,,,,,,,,,,,,
,,,국제학부,주간,1학기,331,"1,466,844",,,,,,,,,,,,,
,,,,,2학기,279,"1,650,397.9",,,,,,,,,,,,,
,,,물리학과,주간,1학기,104,"1,554,717.8",,,,,,,,,,,,,
,,,,,2학기,86,"1,651,191.6",,,,,,,,,,,,,
,,,미디어기술콘텐츠학과,주간,1학기,225,"1,954,511.1",,,,,,,,,,,,,
,,,,,2학기,200,"2,109,822",,,,,,,,,,,,,
,,,바이오메디컬화학공학과,주간,1학기,81,"2,489,064.5",,,,,,,,,,,,,
,,,,,2학기,74,"2,335,058.4",,,,,,,,,,,,,
,,,바이오융합공학계열,주간,1학기,46,"746,456.5",,,,,,,,,,,,,
,,,,,2학기,41,"657,978",,,,,,,,,,,,,
,,,법학과,주간,1학기,170,"1,650,548.8",,,,,,,,,,,,,
,,,,,2학기,158,"1,895,806.7",,,,,,,,,,,,,
,,,사회과학계열,주간,1학기,48,"1,098,161.5",,,,,,,,,,,,,
,,,,,2학기,44,"1,516,546.9",,,,,,,,,,,,,
,,,사회복지학과,주간,1학기,207,"1,814,326.5",,,,,,,,,,,,,
,,,,,2학기,174,"2,110,107.2",,,,,,,,,,,,,
,,,사회학과,주간,1학기,135,"1,528,079.8",,,,,,,,,,,,,
,,,,,2학기,111,"2,129,299.1",,,,,,,,,,,,,
,,,생명공학과,주간,1학기,238,"1,775,915.7",,,,,,,,,,,,,
,,,,,2학기,226,"2,026,654.7",,,,,,,,,,,,,
,,,생활과학계열,주간,1학기,49,"770,887.8",,,,,,,,,,,,,
,,,,,2학기,36,"1,075,790.3",,,,,,,,,,,,,
,,,소비자주거학과,주간,1학기,168,"1,829,023.4",,,,,,,,,,,,,
,,,,,2학기,142,"2,205,440.2",,,,,,,,,,,,,
,,,수학과,주간,1학기,118,"1,558,994.1",,,,,,,,,,,,,
,,,,,2학기,115,"1,403,807",,,,,,,,,,,,,
,,,식품영양학과,주간,1학기,186,"1,556,014.5",,,,,,,,,,,,,
,,,,,2학기,183,"1,837,246.1",,,,,,,,,,,,,
,,,심리학과,주간,1학기,345,"1,585,958.4",,,,,,,,,,,,,
,,,,,2학기,318,"1,940,231.5",,,,,,,,,,,,,
,,,아동학과,주간,1학기,149,"1,837,138.6",,,,,,,,,,,,,
,,,,,2학기,137,"2,278,304.8",,,,,,,,,,,,,
,,,어문계열,주간,1학기,62,"974,583.9",,,,,,,,,,,,,
,,,,,2학기,47,"1,002,639.4",,,,,,,,,,,,,
,,,에너지환경공학과,주간,1학기,139,"1,673,016.5",,,,,,,,,,,,,
,,,,,2학기,114,"1,971,113.9",,,,,,,,,,,,,
,,,영어영문학부,주간,1학기,344,"1,132,600.4",,,,,,,,,,,,,
,,,,,2학기,298,"1,358,868.6",,,,,,,,,,,,,
,,,음악과,주간,1학기,178,"1,628,400",,,,,,,,,,,,,
,,,,,2학기,163,"1,795,152.7",,,,,,,,,,,,,
,,,의류학과,주간,1학기,170,"1,427,335.6",,,,,,,,,,,,,
,,,,,2학기,152,"1,747,057.9",,,,,,,,,,,,,
,,,의생명과학과,주간,1학기,170,"1,681,450.2",,,,,,,,,,,,,
,,,,,2학기,150,"1,770,246.8",,,,,,,,,,,,,
,,,인공지능학과,주간,1학기,79,"1,582,204.4",,,,,,,,,,,,,
,,,,,2학기,65,"1,623,967.9",,,,,,,,,,,,,
,,,인문계열,주간,1학기,40,"1,113,577.5",,,,,,,,,,,,,
,,,,,2학기,26,"1,145,353.5",,,,,,,,,,,,,
,,,일어일본문화학과,주간,1학기,144,"1,507,743.1",,,,,,,,,,,,,
,,,,,2학기,131,"1,614,472.3",,,,,,,,,,,,,
,,,자연과학계열,주간,1학기,45,"1,105,862.2",,,,,,,,,,,,,
,,,,,2학기,26,"1,537,762.7",,,,,,,,,,,,,
,,,정보통신전자공학부,주간,1학기,273,"1,650,894.7",,,,,,,,,,,,,
,,,,,2학기,255,"1,715,661.2",,,,,,,,,,,,,
,,,종교학과,주간,1학기,22,"1,516,299.5",,,,,,,,,,,,,
,,,,,2학기,17,"1,558,040",,,,,,,,,,,,,
,,,중국언어문화학과,주간,1학기,212,"1,719,101.2",,,,,,,,,,,,,
,,,,,2학기,183,"1,817,497.6",,,,,,,,,,,,,
,,,철학과,주간,1학기,158,"1,281,145.8",,,,,,,,,,,,,
,,,,,2학기,137,"1,596,843",,,,,,,,,,,,,
,,,컴퓨터정보공학부,주간,1학기,301,"1,638,661.3",,,,,,,,,,,,,
,,,,,2학기,299,"1,834,200.1",,,,,,,,,,,,,
,,,특수교육과,주간,1학기,125,"1,226,334.8",,,,,,,,,,,,,
,,,,,2학기,119,"1,535,985.9",,,,,,,,,,,,,
,,,프랑스어문화학과,주간,1학기,87,"1,030,063.8",,,,,,,,,,,,,
,,,,,2학기,77,"1,486,697.1",,,,,,,,,,,,,
,,,행정학과,주간,1학기,158,"1,739,127.2",,,,,,,,,,,,,
,,,,,2학기,147,"1,824,640.7",,,,,,,,,,,,,
,,,화학과,주간,1학기,169,"1,392,534.3",,,,,,,,,,,,,
,,,,,2학기,160,"1,553,747.8",,,,,,,,,,,,,
,,,회계학과,주간,1학기,284,"1,709,364.3",,,,,,,,,,,,,
,,,,,2학기,251,"1,920,906.5",,,,,,,,,,,,,
,가톨릭대학교 _제2캠퍼스,간호대학,간호학과,주간,1학기,342,"1,665,530.2",,,,,,,,,,,,,
,,,,,2학기,343,"1,561,833.5",,,,,,,,,,,,,
,,의과대학,의예과,주간,1학기,213,"1,168,501.5",,,,,,,,,,,,,
,,,,,2학기,210,"1,030,591.5",,,,,,,,,,,,,
,,,의학과,주간,1학기,366,"1,172,191.3",,,,,,,,,,,,,
,,,,,2학기,359,"1,231,614.2",,,,,,,,,,,,,
,가톨릭대학교 _제3캠퍼스,신학대학,신학과,주간,1학기,224,"3,124,787.5",,,,,,,,,,,,,
,,,,,2학기,222,"3,057,789.6",,,,,,,,,,,,,
,감리교신학대학교,신학대학,기독교교육학전공,주간,1학기,118,"2,087,983.1",,,,,,,,,,,,,
,,,신학부,주간,1학기,151,"2,582,521.8",,,,,,,,,,,,,
,,,,,2학기,707,"2,173,522.5",,,,,,,,,,,,,
,,,신학전공,주간,1학기,391,"2,388,531.8",,,,,,,,,,,,,
,,,종교철학전공,주간,1학기,80,"1,393,597.9",,,,,,,,,,,,,
,강남대학교,사범대학,교육학과,주간,1학기,147,"1,742,877.9",,,,,,,,,,,,,
,,,,,2학기,135,"1,886,537",,,,,,,,,,,,,
,,,유아교육과,주간,1학기,190,"1,267,173.8",,,,,,,,,,,,,
,,,,,2학기,191,"1,342,912.6",,,,,,,,,,,,,
,,,중등특수교육과,주간,1학기,86,"1,577,134",,,,,,,,,,,,,
,,,,,2학기,79,"1,708,415.5",,,,,,,,,,,,,
,,,초등특수교육과,주간,1학기,88,"1,985,796.3",,,,,,,,,,,,,
,,,,,2학기,78,"1,911,214.4",,,,,,,,,,,,,
,,글로벌인재대학,국어국문학과,주간,1학기,11,"545,636.4",,,,,,,,,,,,,
,,,,,2학기,5,"330,000",,,,,,,,,,,,,
,,,국제지역학부,주간,1학기,4,"5,208,106.2",,,,,,,,,,,,,
,,,,,2학기,2,"1,801,500",,,,,,,,,,,,,
,,,글로벌문화학부,주간,1학기,166,"1,620,179.5",,,,,,,,,,,,,
,,,,,2학기,137,"1,678,385.2",,,,,,,,,,,,,
,,,글로벌학부,주간,1학기,305,"1,635,214.7",,,,,,,,,,,,,
,,,,,2학기,284,"1,859,007",,,,,,,,,,,,,
,,,기독교학과,주간,1학기,66,"3,201,120.8",,,,,,,,,,,,,
,,,,,2학기,58,"3,233,836.6",,,,,,,,,,,,,
,,,신학과,주간,1학기,6,"1,511,500",,,,,,,,,,,,,
,,,,,2학기,4,"1,637,125",,,,,,,,,,,,,
,,,영문학과,주간,1학기,12,"1,006,625",,,,,,,,,,,,,
,,,,,2학기,9,"1,142,277.8",,,,,,,,,,,,,
,,,중국실용지역학과,주간,1학기,3,0,,,,,,,,,,,,,
,,,,,2학기,3,"222,333.3",,,,,,,,,,,,,
,,,중국어문화학과,주간,1학기,11,"2,316,077.3",,,,,,,,,,,,,
,,,,,2학기,8,"2,537,231.2",,,,,,,,,,,,,
,,,철학과,주간,1학기,4,"612,500",,,,,,,,,,,,,
,,,,,2학기,2,"1,325,000",,,,,,,,,,,,,
,,,한영문화콘텐츠학과,주간,1학기,236,"1,838,082.4",,,,,,,,,,,,,
,,,,,2학기,234,"2,106,940.3",,,,,,,,,,,,,
,,경영관리대학,경영관리자율전공학부,야간,1학기,173,"168,468.2",,,,,,,,,,,,,
,,,,,2학기,2,"5,377,800",,,,,,,,,,,,,
,,,경영학부,주간,1학기,17,"880,705.9",,,,,,,,,,,,,
,,,,,2학기,17,"1,619,911.8",,,,,,,,,,,,,
,,,,야간,1학기,8,"298,750",,,,,,,,,,,,,
,,,,,2학기,6,"200,000",,,,,,,,,,,,,
,,,경제세무학과,주간,1학기,280,"1,555,108.5",,,,,,,,,,,,,
,,,,,2학기,249,"1,888,151.8",,,,,,,,,,,,,
,,,,야간,1학기,123,"1,263,841.3",,,,,,,,,,,,,
,,,,,2학기,111,"1,640,305.5",,,,,,,,,,,,,
,,,경제학과,주간,1학기,17,"1,325,101.5",,,,,,,,,,,,,
,,,,,2학기,7,"2,160,428.6",,,,,,,,,,,,,
,,,,야간,1학기,10,"1,293,050",,,,,,,,,,,,,
,,,,,2학기,12,"2,393,330",,,,,,,,,,,,,
,,,공공인재학과,주간,1학기,210,"1,718,321.8",,,,,,,,,,,,,
,,,,,2학기,189,"1,878,796.9",,,,,,,,,,,,,
,,,,야간,1학기,66,"779,924.2",,,,,,,,,,,,,
,,,,,2학기,43,"1,211,372.1",,,,,,,,,,,,,
,,,국제통상학과,주간,1학기,21,"1,345,000",,,,,,,,,,,,,
,,,,,2학기,14,"1,232,107.1",,,,,,,,,,,,,
,,,글로벌경영학부,주간,1학기,734,"1,676,870.9",,,,,,,,,,,,,
,,,,,2학기,640,"1,928,469.6",,,,,,,,,,,,,
,,,,야간,1학기,107,"1,648,207.5",,,,,,,,,,,,,
,,,,,2학기,185,"844,711.4",,,,,,,,,,,,,
,,,법학과,주간,1학기,17,"1,029,741.2",,,,,,,,,,,,,
,,,,,2학기,11,"1,198,409.1",,,,,,,,,,,,,
,,,,야간,1학기,9,"1,125,888.9",,,,,,,,,,,,,
,,,,,2학기,5,"1,098,000",,,,,,,,,,,,,
,,,세무학과,주간,1학기,44,"866,730.7",,,,,,,,,,,,,
,,,,,2학기,31,"971,967.7",,,,,,,,,,,,,
,,,,야간,1학기,26,"619,942.3",,,,,,,,,,,,,
,,,,,2학기,14,"914,750",,,,,,,,,,,,,
,,,융합자유전공학부,야간,1학기,5,0,,,,,,,,,,,,,
,,,,,2학기,5,0,,,,,,,,,,,,,
,,,융합자율전공학부,주간,1학기,31,"472,616.1",,,,,,,,,,,,,
,,,,,2학기,21,"390,761.9",,,,,,,,,,,,,
,,,정경학부,주간,1학기,155,"1,758,644.8",,,,,,,,,,,,,
,,,,,2학기,133,"1,750,744.4",,,,,,,,,,,,,
,,,,야간,2학기,48,0,,,,,,,,,,,,,
,,,행정학과,주간,1학기,11,"1,696,545.5",,,,,,,,,,,,,
,,,,,2학기,7,"1,032,428.6",,,,,,,,,,,,,
,,,,야간,1학기,2,"50,000",,,,,,,,,,,,,
,,복지융합대학,복지융합인재학부 미술문화복지전공,주간,1학기,71,"1,926,556.3",,,,,,,,,,,,,
,,,,,2학기,70,"2,089,520.3",,,,,,,,,,,,,
,,,복지융합인재학부 스포츠복지전공,주간,1학기,129,"1,897,058.1",,,,,,,,,,,,,
,,,,,2학기,124,"1,816,366.5",,,,,,,,,,,,,
,,,복지융합인재학부 유니버설비주얼디자인전공,주간,1학기,145,"1,697,683.6",,,,,,,,,,,,,
,,,,,2학기,135,"2,083,400.9",,,,,,,,,,,,,
,,,사회복지학부,주간,1학기,545,"2,360,922.8",,,,,,,,,,,,,
,,,,,2학기,512,"2,573,318.7",,,,,,,,,,,,,
,,,,야간,1학기,200,"1,592,036.8",,,,,,,,,,,,,
,,,,,2학기,178,"1,789,376",,,,,,,,,,,,,
,,,사회체육학과,주간,1학기,10,"2,823,620",,,,,,,,,,,,,
,,,,,2학기,9,"3,109,582.8",,,,,,,,,,,,,
,,,실버산업학과,주간,1학기,278,"1,370,012.9",,,,,,,,,,,,,
,,,,,2학기,239,"1,847,471.7",,,,,,,,,,,,,
,,,실버산업학부,주간,1학기,1,0,,,,,,,,,,,,,
,,,,,2학기,3,"1,367,666.7",,,,,,,,,,,,,
,,,예체능학부 스포츠복지전공,주간,1학기,45,"1,392,275.6",,,,,,,,,,,,,
,,,,,2학기,38,"1,709,157.9",,,,,,,,,,,,,
,,,예체능학부 유니버설아트디자인전공,주간,1학기,73,"1,600,947.9",,,,,,,,,,,,,
,,,,,2학기,59,"1,951,391.9",,,,,,,,,,,,,
,,,예체능학부 음악학전공,주간,1학기,38,"2,348,163.2",,,,,,,,,,,,,
,,,,,2학기,24,"2,497,395.8",,,,,,,,,,,,,
,,,음악학과,주간,1학기,99,"1,942,771.2",,,,,,,,,,,,,
,,,,,2학기,94,"2,105,514",,,,,,,,,,,,,
,,,회화ㆍ디자인학부,주간,1학기,6,"946,483.3",,,,,,,,,,,,,
,,,,,2학기,4,"2,356,500",,,,,,,,,,,,,
,,ICT건설공과대학,ICT공학부,주간,1학기,267,"1,580,047.2",,,,,,,,,,,,,
,,,,,2학기,216,"1,707,482.7",,,,,,,,,,,,,
,,,IoT전자공학과,주간,1학기,130,"1,560,845.4",,,,,,,,,,,,,
,,,,,2학기,132,"1,947,118.2",,,,,,,,,,,,,
,,,건축공학과,주간,1학기,21,"2,161,295.2",,,,,,,,,,,,,
,,,,,2학기,21,"2,068,238.1",,,,,,,,,,,,,
,,,도시공학과,주간,1학기,10,"3,564,100",,,,,,,,,,,,,
,,,,,2학기,10,"3,821,920",,,,,,,,,,,,,
,,,문헌정보학과,주간,1학기,9,"2,076,888.9",,,,,,,,,,,,,
,,,,,2학기,9,"1,921,055.6",,,,,,,,,,,,,
,,,부동산건설학부,주간,1학기,460,"1,491,688.3",,,,,,,,,,,,,
,,,,,2학기,416,"1,652,952",,,,,,,,,,,,,
,,,부동산학과,주간,1학기,28,"1,347,726.8",,,,,,,,,,,,,
,,,,,2학기,18,"1,332,888.9",,,,,,,,,,,,,
,,,,야간,1학기,4,"1,488,250",,,,,,,,,,,,,
,,,,,2학기,1,0,,,,,,,,,,,,,
,,,산업데이터사이언스학부,주간,1학기,194,"1,514,561.9",,,,,,,,,,,,,
,,,,,2학기,175,"2,060,699.7",,,,,,,,,,,,,
,,,산업시스템공학과,주간,1학기,18,"1,186,361.1",,,,,,,,,,,,,
,,,,,2학기,17,"1,573,058.8",,,,,,,,,,,,,
,,,소프트웨어응용학부,주간,1학기,383,"1,928,536.9",,,,,,,,,,,,,
,,,,,2학기,371,"2,173,581.1",,,,,,,,,,,,,
,,,응용수학과,주간,1학기,3,"850,000",,,,,,,,,,,,,
,,,,,2학기,3,"2,253,000",,,,,,,,,,,,,
,,,전자공학과,주간,1학기,13,"2,615,807.7",,,,,,,,,,,,,
,,,,,2학기,10,"3,191,900",,,,,,,,,,,,,
,,,컴퓨터미디어정보공학부,주간,1학기,16,"441,312.5",,,,,,,,,,,,,
,,,,,2학기,15,"873,200",,,,,,,,,,,,,
,강서대학교,단과대구분없음,G2국제어학과,주간,1학기,28,"1,400,910.7",,,,,,,,,,,,,
,,,,,2학기,22,"906,954.5",,,,,,,,,,,,,
,,,G2빅데이터경영학과,주간,1학기,500,"1,021,187.4",,,,,,,,,,,,,
,,,,,2학기,431,"1,138,324.5",,,,,,,,,,,,,
,,,간호학과,주간,1학기,185,"1,941,372.6",,,,,,,,,,,,,
,,,,,2학기,183,"1,806,446.4",,,,,,,,,,,,,
,,,간호학부(간호학전공),주간,1학기,13,"3,239,951.9",,,,,,,,,,,,,
,,,,,2학기,12,"3,202,793.7",,,,,,,,,,,,,
,,,경영학과,주간,1학기,16,"2,214,381.2",,,,,,,,,,,,,
,,,,,2학기,15,"2,609,840",,,,,,,,,,,,,
,,,경영학부(경영정보학전공),주간,1학기,18,"800,805.6",,,,,,,,,,,,,
,,,,,2학기,12,"1,362,666.7",,,,,,,,,,,,,
,,,,야간,1학기,12,"253,083.3",,,,,,,,,,,,,
,,,,,2학기,8,"431,250",,,,,,,,,,,,,
,,,경영학부(경영학전공),주간,1학기,19,"2,160,683.7",,,,,,,,,,,,,
,,,,,2학기,18,"1,959,166.7",,,,,,,,,,,,,
,,,경영학부(세무회계학전공),주간,1학기,24,"1,122,262.5",,,,,,,,,,,,,
,,,,,2학기,18,"615,277.8",,,,,,,,,,,,,
,,,복지상담학과,야간,1학기,1,"1,000,000",,,,,,,,,,,,,
,,,,,2학기,1,"1,000,000",,,,,,,,,,,,,
,,,빅데이터경영학과,주간,1학기,28,"1,988,945.5",,,,,,,,,,,,,
,,,,,2학기,26,"1,464,821.5",,,,,,,,,,,,,
,,,사회복지학과,주간,1학기,251,"2,076,741.9",,,,,,,,,,,,,
,,,,,2학기,223,"2,258,478.4",,,,,,,,,,,,,
,,,,야간,1학기,23,"545,108.7",,,,,,,,,,,,,
,,,,,2학기,20,"505,208.5",,,,,,,,,,,,,
,,,사회복지학부,주간,1학기,26,"2,024,315.4",,,,,,,,,,,,,
,,,,,2학기,20,"1,893,257",,,,,,,,,,,,,
,,,산업경영학과,야간,1학기,7,"557,142.9",,,,,,,,,,,,,
,,,,,2학기,7,"514,285.7",,,,,,,,,,,,,
,,,상담심리학과,주간,1학기,130,"1,788,179.2",,,,,,,,,,,,,
,,,,,2학기,119,"1,779,774.5",,,,,,,,,,,,,
,,,식품영양학과,주간,1학기,94,"1,916,980.3",,,,,,,,,,,,,
,,,,,2학기,87,"2,127,086.5",,,,,,,,,,,,,
,,,식품영양학부(식품영양학전공),주간,1학기,8,"1,941,250",,,,,,,,,,,,,
,,,,,2학기,6,"1,571,416.7",,,,,,,,,,,,,
,,,신학과,주간,1학기,56,"2,858,179.9",,,,,,,,,,,,,
,,,,,2학기,41,"3,621,991.7",,,,,,,,,,,,,
,,,신학부(신학전공),주간,1학기,7,"1,693,976.1",,,,,,,,,,,,,
,,,,,2학기,5,"1,428,500",,,,,,,,,,,,,
,,,아동복지상담심리학부(상담심리학전공),주간,1학기,8,"3,189,125",,,,,,,,,,,,,
,,,,,2학기,7,"3,381,345.7",,,,,,,,,,,,,
,,,아동복지상담심리학부(아동복지학전공),주간,1학기,8,"1,286,000",,,,,,,,,,,,,
,,,,,2학기,7,"1,589,772.9",,,,,,,,,,,,,
,,,,야간,1학기,4,"1,178,875",,,,,,,,,,,,,
,,,,,2학기,4,"1,951,375",,,,,,,,,,,,,
,,,아동학과,야간,1학기,25,"538,500",,,,,,,,,,,,,
,,,,,2학기,19,"330,263.2",,,,,,,,,,,,,
,,,외국어학부(영어전공),주간,1학기,13,"1,192,769.2",,,,,,,,,,,,,
,,,,,2학기,10,"1,335,150",,,,,,,,,,,,,
,,,외국어학부(중국어전공),주간,1학기,17,"866,117.6",,,,,,,,,,,,,
,,,,,2학기,15,"451,733.3",,,,,,,,,,,,,
,,,음악콘텐츠학과,주간,1학기,97,"2,403,385.6",,,,,,,,,,,,,
,,,,,2학기,90,"2,705,904.2",,,,,,,,,,,,,
,,,음악학부(기독교실용음악전공),주간,1학기,4,"3,265,550",,,,,,,,,,,,,
,,,,,2학기,4,"2,444,000",,,,,,,,,,,,,
,,,음악학부(뉴미디어음악전공),주간,1학기,5,"3,060,300",,,,,,,,,,,,,
,,,,,2학기,4,"3,219,212.5",,,,,,,,,,,,,
,,,음악학부(피아노전공),주간,1학기,2,0,,,,,,,,,,,,,
,,,,,2학기,2,"50,000",,,,,,,,,,,,,
,강원대학교,간호대학,간호학과,주간,1학기,302,"1,160,942.9",,,,,,,,,,,,,
,,,,,2학기,301,"1,506,575",,,,,,,,,,,,,
,,경영대학,경영·회계학부,주간,1학기,214,"733,770.2",,,,,,,,,,,,,
,,,,,2학기,185,"915,617.4",,,,,,,,,,,,,
,,,경영학과,주간,1학기,25,"1,039,606.4",,,,,,,,,,,,,
,,,,,2학기,10,"795,850",,,,,,,,,,,,,
,,,경영학전공,주간,1학기,391,"1,189,379.8",,,,,,,,,,,,,
,,,,,2학기,369,"1,217,071.8",,,,,,,,,,,,,
,,,경제·정보통계학부,주간,1학기,71,"720,127.3",,,,,,,,,,,,,
,,,,,2학기,56,"851,951.1",,,,,,,,,,,,,
,,,경제학과,주간,1학기,6,"570,666.7",,,,,,,,,,,,,
,,,,,2학기,8,"501,250",,,,,,,,,,,,,
,,,경제학전공,주간,1학기,144,"1,147,625.3",,,,,,,,,,,,,
,,,,,2학기,126,"1,391,224.3",,,,,,,,,,,,,
,,,관광경영학과,주간,1학기,194,"1,238,488.4",,,,,,,,,,,,,
,,,,,2학기,175,"1,259,242.7",,,,,,,,,,,,,
,,,관광경영학전공,주간,1학기,1,0,,,,,,,,,,,,,
,,,국제무역학과,주간,1학기,220,"1,009,299.4",,,,,,,,,,,,,
,,,,,2학기,194,"1,141,152.2",,,,,,,,,,,,,
,,,국제무역학전공,주간,1학기,125,"1,062,131.4",,,,,,,,,,,,,
,,,,,2학기,88,"1,216,655.5",,,,,,,,,,,,,
,,,글로벌비즈니스학과,주간,1학기,18,"1,582,622.2",,,,,,,,,,,,,
,,,,,2학기,14,"1,019,214.3",,,,,,,,,,,,,
,,,무역학전공,주간,1학기,2,0,,,,,,,,,,,,,
,,,,,2학기,3,0,,,,,,,,,,,,,
,,,정보통계학전공,주간,1학기,67,"1,325,171.6",,,,,,,,,,,,,
,,,,,2학기,63,"1,481,464.3",,,,,,,,,,,,,
,,,회계학과,주간,1학기,22,"781,463.6",,,,,,,,,,,,,
,,,,,2학기,17,"508,000",,,,,,,,,,,,,
,,,회계학전공,주간,1학기,317,"1,185,862.2",,,,,,,,,,,,,
,,,,,2학기,277,"1,407,836.8",,,,,,,,,,,,,
,,공과대학,건축·토목·환경공학부,주간,1학기,1,0,,,,,,,,,,,,,
,,,,,2학기,1,"401,000",,,,,,,,,,,,,
,,,건축공학과,주간,1학기,3,0,,,,,,,,,,,,,
,,,,,2학기,1,0,,,,,,,,,,,,,
,,,건축공학전공,주간,1학기,66,"1,064,954.4",,,,,,,,,,,,,
,,,,,2학기,64,"1,307,713.1",,,,,,,,,,,,,
,,,건축학과(5),주간,1학기,33,"971,249.2",,,,,,,,,,,,,
,,,,,2학기,32,"1,246,425.6",,,,,,,,,,,,,
,,,건축학전공(5년제),주간,1학기,66,"1,305,302.1",,,,,,,,,,,,,
,,,,,2학기,64,"1,324,765.6",,,,,,,,,,,,,
,,,기계공학전공,주간,2학기,1,0,,,,,,,,,,,,,
,,,기계메카트로닉스공학과,주간,1학기,10,"1,202,300",,,,,,,,,,,,,
,,,,,2학기,5,"799,285",,,,,,,,,,,,,
,,,기계의용·메카트로닉스·재료공학부,주간,2학기,2,"1,109,000",,,,,,,,,,,,,
,,,기계의용공학과,주간,1학기,16,"567,912.5",,,,,,,,,,,,,
,,,,,2학기,16,"549,062.5",,,,,,,,,,,,,
,,,기계의용공학전공,주간,1학기,117,"1,244,458.9",,,,,,,,,,,,,
,,,,,2학기,120,"1,436,126.7",,,,,,,,,,,,,
,,,나노응용공학과,주간,1학기,54,"1,345,024.1",,,,,,,,,,,,,
,,,,,2학기,47,"1,713,642.6",,,,,,,,,,,,,
,,,메카트로닉스공학과,주간,1학기,11,"1,262,381.8",,,,,,,,,,,,,
,,,,,2학기,7,"1,248,928.6",,,,,,,,,,,,,
,,,메카트로닉스공학전공,주간,1학기,107,"1,297,825",,,,,,,,,,,,,
,,,,,2학기,100,"1,704,152.4",,,,,,,,,,,,,
,,,산업공학과,주간,1학기,2,"852,900",,,,,,,,,,,,,
,,,,,2학기,1,0,,,,,,,,,,,,,
,,,산업공학전공,주간,1학기,21,"833,360",,,,,,,,,,,,,
,,,,,2학기,22,"1,451,873.6",,,,,,,,,,,,,
,,,생물공학과,주간,1학기,46,"1,571,662.1",,,,,,,,,,,,,
,,,,,2학기,40,"1,860,902.8",,,,,,,,,,,,,
,,,생물공학전공,주간,1학기,10,"1,226,720",,,,,,,,,,,,,
,,,,,2학기,9,"1,733,280",,,,,,,,,,,,,
,,,시스템경영공학과,주간,1학기,50,"1,259,696",,,,,,,,,,,,,
